FID,straatnaam,huisnummer,huisletter,toevoeging,woonplaats,postcode,geom
inspireadressen.3910,Park de Kempervennen,309,,,Westerhoven,5563VC,POINT (157615.4098176739 371074.88074759505)
inspireadressen.3911,Park de Kempervennen,310,,,Westerhoven,5563VC,POINT (157608.6827676173 371061.42510404973)
inspireadressen.3912,Park de Kempervennen,301,,,Westerhoven,5563VC,POINT (157633.991 371133.1455)
inspireadressen.3913,Park de Kempervennen,302,,,Westerhoven,5563VC,POINT (157622.5835 371122.7445)
inspireadressen.3914,de Groeve,8,,,De Groeve,9473TK,POINT (243390.04676923077 570156.7400512821)
inspireadressen.3915,de Groeve,5,,,De Groeve,9473TK,POINT (243439.4750666517 570159.275499741)
inspireadressen.3916,Berghaven,14,,,Papenhoven,6124AP,POINT (183600.07752855562 339354.35577598726)
inspireadressen.3917,de Groeve,3,,,De Groeve,9473TK,POINT (243476.52237210597 570150.539404596)
inspireadressen.3918,de Groeve,2,,,De Groeve,9473TK,POINT (243504.4283251717 570142.3227959905)
inspireadressen.3919,Rijksweg,114,C,,Laag-Keppel,6998AK,POINT (212365.70552677798 445596.6480787124)
inspireadressen.3920,Meerzicht,1,A,,Midlaren,9475TA,POINT (242695.16435016828 570209.7175352821)
inspireadressen.3921,de Groeve,6,,,De Groeve,9473TK,POINT (243414.24845655772 570160.8216826234)
inspireadressen.3922,Groningerweg,23,a,,Eelderwolde,9766TK,POINT (233166.63036412196 576172.8797173634)
inspireadressen.3923,Groningerweg,27,,,Eelderwolde,9766TK,POINT (233168.7855 576231.417)
inspireadressen.3924,Groningerweg,27,a,,Eelderwolde,9766TK,POINT (233169.57871551887 576247.9905462919)
inspireadressen.3925,Veerweg,2,,,Opheusden,4043JV,POINT (170598.6048740757 439172.55851999414)
inspireadressen.3926,Nieuweweg,4,,,IJzendoorn,4053JA,POINT (165042.18349999998 434935.9845)
inspireadressen.3927,Kijckerweg,112,A,,De Lier,2678AG,POINT (75819.01388779111 443563.1583407555)
inspireadressen.3928,Kijckerweg,112,B,,De Lier,2678AG,POINT (75903.31616267661 443582.3418081206)
inspireadressen.3929,Kijckerweg,116,,,De Lier,2678AG,POINT (75621.65516376612 443536.41504499095)
inspireadressen.3930,Rusthovenlaan,37,,,'s-Gravenzande,2691JT,POINT (71884.27923784014 447792.8030995045)
inspireadressen.3931,Dorpsstraat,57,,,Schipluiden,2636CJ,POINT (81089.43387298705 443581.6961971315)
inspireadressen.3932,Foppenpolder,9,,,Maasland,3155EA,POINT (80249.21864860464 439227.93147117156)
inspireadressen.3933,Oostveenseweg,8,b,,Schipluiden,2636ED,POINT (83464.8395 440774.18499999994)
inspireadressen.3934,Rijksweg,94,A,,Laag-Keppel,6998AK,POINT (212147.06275801943 445624.13910862966)
inspireadressen.3935,Rijksweg,94,B,,Laag-Keppel,6998AK,POINT (212172.93763511995 445624.7529914128)
inspireadressen.3936,Rijksweg,94,D,,Laag-Keppel,6998AK,POINT (212223.0875136611 445625.242495579)
inspireadressen.3937,Rijksweg,114,A,,Laag-Keppel,6998AK,POINT (212270.81525706695 445616.1263325985)
inspireadressen.3938,Rijksweg,114,B,,Laag-Keppel,6998AK,POINT (212300.96383104232 445608.3962369595)
inspireadressen.3939,Rijksweg,114,D,,Laag-Keppel,6998AK,POINT (212396.51325697836 445600.8291838236)
inspireadressen.3940,Pipeluurseweg,12,A,,Olburgen,7225ND,POINT (206088.6273487125 449988.34512234014)
inspireadressen.3941,Pipeluurseweg,12,B,,Olburgen,7225ND,POINT (206061.846996254 449829.205948935)
inspireadressen.3942,Pipeluurseweg,12,C,,Olburgen,7225ND,POINT (206094.92348476974 449831.95393924613)
inspireadressen.3943,Pipeluurseweg,12,D,,Olburgen,7225ND,POINT (206118.80219494575 449843.61803370324)
inspireadressen.3944,Berghaven,3,,,Papenhoven,6124AP,POINT (183454.45073177456 339563.170783686)
inspireadressen.3945,Berghaven,4,,,Papenhoven,6124AP,POINT (183456.0475 339540.3375)
inspireadressen.3946,Berghaven,5,,,Papenhoven,6124AP,POINT (183458.33177598595 339519.3972860576)
inspireadressen.3947,Berghaven,6,,,Papenhoven,6124AP,POINT (183469.31206596718 339509.6983064998)
inspireadressen.3948,Berghaven,7,,,Papenhoven,6124AP,POINT (183495.1567987254 339512.81848917133)
inspireadressen.3949,Berghaven,7,A,,Papenhoven,6124AP,POINT (183521.8505477414 339514.7617114854)
inspireadressen.3950,Berghaven,8,,,Papenhoven,6124AP,POINT (183549.73895554984 339516.56177989504)
inspireadressen.3951,Berghaven,9,,,Papenhoven,6124AP,POINT (183578.143 339506.98000000004)
inspireadressen.3952,Berghaven,10,,,Papenhoven,6124AP,POINT (183585.52300000002 339475.52349999995)
inspireadressen.3953,Berghaven,11,,,Papenhoven,6124AP,POINT (183589.3983020208 339438.6870092828)
inspireadressen.3954,Berghaven,12,,,Papenhoven,6124AP,POINT (183592.00874731247 339410.5584741184)
inspireadressen.3955,Berghaven,13,,,Papenhoven,6124AP,POINT (183594.327 339383.1235)
inspireadressen.3956,Berghaven,15,,,Papenhoven,6124AP,POINT (183630.62316597978 339342.3274997634)
inspireadressen.3957,Berghaven,16,,,Papenhoven,6124AP,POINT (183668.5933820773 339346.7471514589)
inspireadressen.3958,Berghaven,17,,,Papenhoven,6124AP,POINT (183699.16813951478 339354.6156635692)
inspireadressen.3959,Aderpolder,7,,,Kaag,2159BA,POINT (100846.87436924948 469907.13533516735)
inspireadressen.3960,Boekhorsterweg,19,a,,Oud Ade,2374BN,POINT (98274.22226032874 468069.36177160614)
inspireadressen.3961,Achterdijk,7,,,Rijpwetering,2375XJ,POINT (99905.90178004526 467904.6063157169)
inspireadressen.3962,Oude Kerkweg,6,w,,Hoogmade,2355AT,POINT (100136.26949999998 465225.45950000006)
inspireadressen.3963,Oude Kerkweg,8,w,,Hoogmade,2355AT,POINT (100160.26611070639 465254.63040995423)
inspireadressen.3964,Oude Kerkweg,9,w,,Hoogmade,2355AT,POINT (100166.2712405194 465267.86729803233)
inspireadressen.3965,Oude Kerkweg,10,w,,Hoogmade,2355AT,POINT (100163.28385375616 465282.77224824665)
inspireadressen.3966,Oude Kerkweg,11,w,,Hoogmade,2355AT,POINT (100146.63912688028 465354.8753069776)
inspireadressen.3967,Oude Kerkweg,12,w,,Hoogmade,2355AT,POINT (100154.297 465370.232)
inspireadressen.3968,Oude Kerkweg,14,w,,Hoogmade,2355AT,POINT (100139.62549999998 465406.7845)
inspireadressen.3969,Blauwpolderkade,2,,,Hoogmade,2355RA,POINT (100753.79300000002 466064.5315)
inspireadressen.3970,Blauwpolderkade,3,,,Hoogmade,2355RB,POINT (100766.56450000002 466044.12549999997)
inspireadressen.3971,Blauwpolderkade,4,,,Hoogmade,2355RB,POINT (100777.5369232052 466026.81940284325)
inspireadressen.3972,Blauwpolderkade,5,,,Hoogmade,2355RB,POINT (100788.2675 466009.3669999999)
inspireadressen.3973,Blauwpolderkade,6,,,Hoogmade,2355RB,POINT (100798.24299999999 465992.12899999996)
inspireadressen.3974,Blauwpolderkade,9,,,Hoogmade,2355RB,POINT (100821.49288638632 465952.4839960762)
inspireadressen.3975,Blauwpolderkade,10,,,Hoogmade,2355RB,POINT (100830.4415 465937.413)
inspireadressen.3976,Blauwpolderkade,11,,,Hoogmade,2355RB,POINT (100840.86549999999 465919.7595)
inspireadressen.3977,Blauwpolderkade,12,,,Hoogmade,2355RB,POINT (100851.20796442009 465903.3808667248)
inspireadressen.3978,Blauwpolderkade,13,,,Hoogmade,2355RB,POINT (100863.3938776009 465881.9598133077)
inspireadressen.3979,Blauwpolderkade,14,,,Hoogmade,2355RB,POINT (100875.581 465861.776)
inspireadressen.3980,Blauwpolderkade,15,,,Hoogmade,2355RB,POINT (100886.499002485 465845.0823310268)
inspireadressen.3981,Blauwpolderkade,18,,,Hoogmade,2355RB,POINT (100840.0488454813 465797.77550816623)
inspireadressen.3982,Boddens Hosangweg,104,a,,Woubrugge,2481LB,POINT (103520.25121438406 465853.51265226485)
inspireadressen.3983,Boddens Hosangweg,118,w,,Woubrugge,2481LB,POINT (103402.924 466221.6015)
inspireadressen.3984,Vennemeer,41,,W2,Oud Ade,2374AV,POINT (97407.88574412296 467355.2673939154)
inspireadressen.3985,Vennemeer,41,,W3,Oud Ade,2374AV,POINT (97386.03712350476 467418.44379842636)
inspireadressen.3986,Vennemeer,41,,W4,Oud Ade,2374AV,POINT (97388.21870027701 467432.9958705186)
inspireadressen.3987,Vennemeer,41,,W5,Oud Ade,2374AV,POINT (97389.53874972134 467445.92942333914)
inspireadressen.3988,Vennemeer,41,,W6,Oud Ade,2374AV,POINT (97391.433700277 467459.7888705186)
inspireadressen.3989,Vennemeer,41,,W7,Oud Ade,2374AV,POINT (97397.5755743659 467507.6447632671)
inspireadressen.3990,Vennemeer,41,,W8,Oud Ade,2374AV,POINT (97402.76648907995 467524.2829362021)
inspireadressen.3991,Vennemeer,41,,W9,Oud Ade,2374AV,POINT (97447.53695661228 467541.62039820466)
inspireadressen.3992,Noorderhem,1,,,Roelofarendsveen,2371EC,POINT (103975.67627667976 467787.3692948032)
inspireadressen.3993,Leidseweg,46,c,,Oud Ade,2374AR,POINT (97279.08368022562 467008.01373499737)
inspireadressen.3994,Veenderdijk,9,,,Rijpwetering,2375AX,POINT (101038.6439580099 465549.21388541616)
inspireadressen.3995,Veenderdijk,11,,,Rijpwetering,2375AX,POINT (101047.86600000002 465529.3535)
inspireadressen.3996,Veenderdijk,13,,,Rijpwetering,2375AX,POINT (101055.7445 465511.80400000006)
inspireadressen.3997,Veenderdijk,15,,,Rijpwetering,2375AX,POINT (101064.058 465493.1765)
inspireadressen.3998,Veenderdijk,17,,,Rijpwetering,2375AX,POINT (101073.73849999999 465470.4015)
inspireadressen.3999,Veenderdijk,19,,,Rijpwetering,2375AX,POINT (101083.44849999998 465448.216)
inspireadressen.4000,Poelhaven,1,,W26,Rijpwetering,2375NB,POINT (99817.09687580339 468285.2055693641)
inspireadressen.4001,Vlietkade,7,w,,Hoogmade,2355CR,POINT (100235.25880910152 464863.613173608)
inspireadressen.4002,Poeldijk,1,b,,Rijpwetering,2375NE,POINT (100140.89456101337 467958.19110420294)
inspireadressen.4003,Poelhaven,1,,W1,Rijpwetering,2375NB,POINT (100117.94533464444 468216.98438460194)
inspireadressen.4004,Poelhaven,1,,W2,Rijpwetering,2375NB,POINT (100097.8189763875 468232.67815626046)
inspireadressen.4005,Poelhaven,1,,W3,Rijpwetering,2375NB,POINT (100084.04532506618 468240.841156753)
inspireadressen.4006,Poelhaven,1,,W4,Rijpwetering,2375NB,POINT (100069.94959091124 468245.71718565386)
inspireadressen.4007,Poelhaven,1,,W5,Rijpwetering,2375NB,POINT (100054.96363767069 468254.1955084791)
inspireadressen.4008,Poelhaven,1,,W6,Rijpwetering,2375NB,POINT (100039.50793884255 468266.76596738945)
inspireadressen.4009,Poelhaven,1,,W7,Rijpwetering,2375NB,POINT (100024.26536445518 468276.43991167785)
inspireadressen.4010,Poelhaven,1,,W8,Rijpwetering,2375NB,POINT (100008.3785537007 468284.2448338786)
inspireadressen.4011,Poelhaven,1,,W9,Rijpwetering,2375NB,POINT (99992.1208875202 468286.80649557116)
inspireadressen.4012,Poelhaven,1,,W10,Rijpwetering,2375NB,POINT (99972.51588726297 468303.1149397844)
inspireadressen.4013,Poelhaven,1,,W11,Rijpwetering,2375NB,POINT (99955.5491758302 468270.26836503134)
inspireadressen.4014,Poelhaven,1,,W12,Rijpwetering,2375NB,POINT (99938.91470549072 468259.32416845777)
inspireadressen.4015,Poelhaven,1,,W13,Rijpwetering,2375NB,POINT (99918.36170349659 468260.310364823)
inspireadressen.4016,Poelhaven,1,,W14,Rijpwetering,2375NB,POINT (99918.43191964427 468244.49657708884)
inspireadressen.4017,Poelhaven,1,,W15,Rijpwetering,2375NB,POINT (99894.93213349418 468228.2081366045)
inspireadressen.4018,Poelhaven,1,,W16,Rijpwetering,2375NB,POINT (99882.23921609354 468221.8727163066)
inspireadressen.4019,Poelhaven,1,,W17,Rijpwetering,2375NB,POINT (99871.33491547321 468211.69850124547)
inspireadressen.4020,Poelhaven,1,,W18,Rijpwetering,2375NB,POINT (99847.43168660639 468200.2636437798)
inspireadressen.4021,Poelhaven,1,,W19,Rijpwetering,2375NB,POINT (99827.2810223637 468208.34635484254)
inspireadressen.4022,Poelhaven,1,,W20,Rijpwetering,2375NB,POINT (99822.84142835264 468220.7066890849)
inspireadressen.4023,Poelhaven,1,,W21,Rijpwetering,2375NB,POINT (99819.42139230012 468237.04389192915)
inspireadressen.4024,Poelhaven,1,,W22,Rijpwetering,2375NB,POINT (99892.60942573787 468252.3993241251)
inspireadressen.4025,Poelhaven,1,,W23,Rijpwetering,2375NB,POINT (99828.5000256049 468265.3787954397)
inspireadressen.4026,Poelhaven,1,,W24,Rijpwetering,2375NB,POINT (99813.99443571351 468260.0845826498)
inspireadressen.4027,Poelhaven,1,,W25,Rijpwetering,2375NB,POINT (99812.23313268229 468273.429922605)
inspireadressen.4028,Poelhaven,1,,W27,Rijpwetering,2375NB,POINT (99831.1195446774 468288.7818605932)
inspireadressen.4029,Poelhaven,1,,W28,Rijpwetering,2375NB,POINT (99842.45432379322 468291.3909590908)
inspireadressen.4030,Poelhaven,1,,W29,Rijpwetering,2375NB,POINT (99851.73529939877 468293.8018781857)
inspireadressen.4031,Poelhaven,1,,W30,Rijpwetering,2375NB,POINT (99864.79791441477 468295.8810200983)
inspireadressen.4032,Oude Kerkweg,1,w,,Hoogmade,2355AT,POINT (100116.35151897982 465142.951219435)
inspireadressen.4033,Poelhaven,1,,W31,Rijpwetering,2375NB,POINT (99877.48448844203 468298.2558064713)
inspireadressen.4034,Poelhaven,1,,W32,Rijpwetering,2375NB,POINT (99888.15429908481 468301.1020898882)
inspireadressen.4035,Poelhaven,1,,W33,Rijpwetering,2375NB,POINT (99897.92770558299 468303.28015798266)
inspireadressen.4036,Poelhaven,1,,W34,Rijpwetering,2375NB,POINT (99916.6721090524 468306.4591267831)
inspireadressen.4037,Poelhaven,1,,W35,Rijpwetering,2375NB,POINT (99930.19227640962 468308.61376352224)
inspireadressen.4038,Poelhaven,1,,W36,Rijpwetering,2375NB,POINT (99941.04955130428 468310.8095242527)
inspireadressen.4039,Poelhaven,1,,W37,Rijpwetering,2375NB,POINT (99951.90665260708 468313.19267967093)
inspireadressen.4040,Poelhaven,1,,W38,Rijpwetering,2375NB,POINT (99961.96293254616 468315.1728070242)
inspireadressen.4041,Poelhaven,1,,W39,Rijpwetering,2375NB,POINT (99806.2228472527 468300.533121289)
inspireadressen.4042,Poelhaven,1,,W40,Rijpwetering,2375NB,POINT (99809.50355470122 468319.1722065031)
inspireadressen.4043,Poelhaven,1,,W41,Rijpwetering,2375NB,POINT (99815.22928291625 468334.42921493284)
inspireadressen.4044,Poelhaven,1,,W42,Rijpwetering,2375NB,POINT (99818.33553840424 468347.9071692834)
inspireadressen.4045,Poelhaven,1,,W43,Rijpwetering,2375NB,POINT (99822.54404840848 468361.3418778277)
inspireadressen.4046,Poelhaven,1,,W44,Rijpwetering,2375NB,POINT (99825.74258663587 468382.5695442225)
inspireadressen.4047,Buurterpolder,2,,W10,Rijpwetering,2375NJ,POINT (100509.89337741779 469153.43834073166)
inspireadressen.4048,Buurterpolder,2,,W9,Rijpwetering,2375NJ,POINT (100527.64041751511 469145.8373644316)
inspireadressen.4049,Buurterpolder,2,,W11,Rijpwetering,2375NJ,POINT (100516.64270145183 469135.0392508952)
inspireadressen.4050,Plantage,35,,,Oude Wetering,2377AB,POINT (104441.53189764831 468886.1338013776)
inspireadressen.4051,Molendijk,19,,,Oude Wetering,2377VD,POINT (103967.82179374913 470342.30393097654)
inspireadressen.4052,Molendijk,17,,,Oude Wetering,2377VD,POINT (103924.45038225317 470332.72564657097)
inspireadressen.4053,Molendijk,15,,,Oude Wetering,2377VD,POINT (103900.4635172138 470325.8549366359)
inspireadressen.4054,Molendijk,13,,,Oude Wetering,2377VD,POINT (103856.72612463775 470313.41416114406)
inspireadressen.4055,Vissersweg,10,w,,Hoogmade,2355AL,POINT (100130.46462229025 464954.1587270222)
inspireadressen.4056,Oude Kerkweg,3,w,,Hoogmade,2355AT,POINT (100119.897 465167.17650000006)
inspireadressen.4057,Oude Kerkweg,4,w,,Hoogmade,2355AT,POINT (100124.31317636026 465190.8150551065)
inspireadressen.4058,Oude Kerkweg,5,w,,Hoogmade,2355AT,POINT (100128.98400000001 465210.127)
inspireadressen.4059,Oude Kerkweg,7,w,,Hoogmade,2355AT,POINT (100147.10239735407 465240.27209538844)
inspireadressen.4060,Oude Kerkweg,13,w,,Hoogmade,2355AT,POINT (100152.16949999999 465391.0609999999)
inspireadressen.4061,Oude Kerkweg,15,w,,Hoogmade,2355AT,POINT (100111.69499999998 465405.2105)
inspireadressen.4062,Meerweg,62,,11,Kropswolde,9606PP,POINT (243598.46366666668 573188.0893333333)
inspireadressen.4063,Oude Kerkweg,16,w,,Hoogmade,2355AT,POINT (100105.95400000001 465377.8695)
inspireadressen.4064,Oude Kerkweg,17,w,,Hoogmade,2355AT,POINT (100124.38400000002 465345.7025)
inspireadressen.4065,Oude Kerkweg,19,w,,Hoogmade,2355AT,POINT (100066.08449999998 465348.8395)
inspireadressen.4066,Oude Kerkweg,20,w,,Hoogmade,2355AT,POINT (100050.81799999998 465343.6175)
inspireadressen.4067,Frederikskade,2,w,,Hoogmade,2355AW,POINT (100113.12352314018 465106.27425166796)
inspireadressen.4068,Frederikskade,5,w,,Hoogmade,2355RA,POINT (101097.23826975859 465317.54442730243)
inspireadressen.4069,Frederikskade,6,w,,Hoogmade,2355RA,POINT (101106.3823406487 465283.7850083389)
inspireadressen.4070,Frederikskade,7,w,,Hoogmade,2355RA,POINT (101111.70048588254 465260.2886877259)
inspireadressen.4071,Frederikskade,8,w,,Hoogmade,2355RA,POINT (101119.99623563536 465234.2298500589)
inspireadressen.4072,Boskade,4,w,,Hoogmade,2355CC,POINT (98717.42813677093 464356.28128042445)
inspireadressen.4073,Vlietkade,2,w,,Hoogmade,2355CR,POINT (100145.07350000001 464879.078)
inspireadressen.4074,Vlietkade,5,w,,Hoogmade,2355CR,POINT (100198.32496309617 464879.482220802)
inspireadressen.4075,Vlietkade,6,w,,Hoogmade,2355CR,POINT (100215.34400000001 464872.5855)
inspireadressen.4076,Vlietkade,8,w,,Hoogmade,2355CR,POINT (100252.27786350407 464851.2133792041)
inspireadressen.4077,Vlietkade,9,w,,Hoogmade,2355CR,POINT (100265.35723922613 464839.6843679031)
inspireadressen.4078,Vlietkade,11,w,,Hoogmade,2355CR,POINT (100295.40640996405 464816.42542538524)
inspireadressen.4079,Voorofse Polderkade,1,b,,Hoogmade,2355AC,POINT (99848.9205 464665.448)
inspireadressen.4080,Spijkereiland,3,,,Hoogmade,2355RC,POINT (100790.208 465776.49549999996)
inspireadressen.4081,Spijkereiland,4,,,Hoogmade,2355RD,POINT (100769.63440499497 465768.2164285292)
inspireadressen.4082,Noordeinde,46,,,Leimuiden,2451AG,POINT (106148.5975 471215.7780000001)
inspireadressen.4083,Noordeinde,46,a,,Leimuiden,2451AG,POINT (106117.59150000004 471212.7515)
inspireadressen.4084,Noordeinde,46,b,,Leimuiden,2451AG,POINT (106109.06204967242 471231.3136869339)
inspireadressen.4085,Noordeinde,46,c,,Leimuiden,2451AG,POINT (106137.5159598561 471245.6958450464)
inspireadressen.4086,Noordeinde,46,d,,Leimuiden,2451AG,POINT (106133.4815 471259.00250000006)
inspireadressen.4087,Kerklaan,31,w,,Leimuiden,2451VX,POINT (104503.928 470617.69600000005)
inspireadressen.4088,Kerklaan,33,w,,Leimuiden,2451VX,POINT (104480.4535 470600.216)
inspireadressen.4089,Kerklaan,35,,,Leimuiden,2451VX,POINT (104447.22641230637 470570.2511033539)
inspireadressen.4090,Noordeinde,46,e,,Leimuiden,2451AG,POINT (106114.03146472243 471249.91802185815)
inspireadressen.4091,Noordeinde,46,f,,Leimuiden,2451AG,POINT (106091.8325 471263.2469999999)
inspireadressen.4092,Noordeinde,46,g,,Leimuiden,2451AG,POINT (106091.42911244878 471285.4555602508)
inspireadressen.4093,Raadhuislaan,25,w,,Leimuiden,2451AW,POINT (106294.51324313108 470574.3513599762)
inspireadressen.4094,Molenkade,11,w,,Leimuiden,2451AZ,POINT (105907.16228461113 470481.6682877659)
inspireadressen.4095,Molenkade,13,w,,Leimuiden,2451AZ,POINT (105881.71649999998 470478.52699999994)
inspireadressen.4096,Molenkade,15,w,,Leimuiden,2451AZ,POINT (105851.60699999999 470473.582)
inspireadressen.4097,Molenkade,21,w,,Leimuiden,2451AZ,POINT (105761.18750000003 470457.176)
inspireadressen.4098,Molenkade,28,w,,Leimuiden,2451AZ,POINT (105647.92750000002 470406.7565000001)
inspireadressen.4099,Vriezekoop,59,w,,Leimuiden,2451CR,POINT (109083.16450000001 469768.2090000001)
inspireadressen.4100,Vriezekoop,71,w,,Leimuiden,2451CR,POINT (109375.952 469621.5905)
inspireadressen.4101,Westerdijk,23,w,,Leimuiden,2451VB,POINT (104403.84519809895 469732.08418736653)
inspireadressen.4102,Kerklaan,9,w,,Leimuiden,2451VX,POINT (104816.05600000001 470776.1145)
inspireadressen.4103,Kerklaan,11,w,,Leimuiden,2451VX,POINT (104796.69463216656 470766.06884181744)
inspireadressen.4104,Kerklaan,13,w,,Leimuiden,2451VX,POINT (104772.14099999999 470750.59099999996)
inspireadressen.4105,Kerklaan,15,w,,Leimuiden,2451VX,POINT (104744.1375 470733.713)
inspireadressen.4106,Kerklaan,17,w,,Leimuiden,2451VX,POINT (104708.13044723638 470713.1080997213)
inspireadressen.4107,Kerklaan,19,w,,Leimuiden,2451VX,POINT (104686.47999999998 470701.5140000001)
inspireadressen.4108,Kerklaan,21,w,,Leimuiden,2451VX,POINT (104659.026 470699.08050000004)
inspireadressen.4109,Kerklaan,25,w,,Leimuiden,2451VX,POINT (104568.53849999998 470660.5489999999)
inspireadressen.4110,Kerklaan,27,w,,Leimuiden,2451VX,POINT (104539.17 470650.90750000003)
inspireadressen.4111,Westeinde,4,w,,Leimuiden,2451VZ,POINT (104414.272 470545.646)
inspireadressen.4112,Heiligegeestlaan,8,w,,Rijnsaterwoude,2465AX,POINT (105302.7230693367 469033.38064411434)
inspireadressen.4113,Woudsedijk-Noord,10,,,Rijnsaterwoude,2465BT,POINT (106540.20449999999 467211.90799999994)
inspireadressen.4114,Woudsedijk-Noord,11,,,Rijnsaterwoude,2465BT,POINT (106509.51849999998 467204.36699999997)
